Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Omschrijving
06-09-2025;18:00:00;06-09-2025;18:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;;kWh;Geen verbruik;
06-09-2025;18:00:00;06-09-2025;18:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;
06-09-2025;18:15:00;06-09-2025;18:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;;kWh;Geen verbruik;
06-09-2025;18:15:00;06-09-2025;18:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;
06-09-2025;18:30:00;06-09-2025;18:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;;kWh;Geen verbruik;
06-09-2025;18:30:00;06-09-2025;18:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;
06-09-2025;18:45:00;06-09-2025;19:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;;kWh;Geen verbruik;
06-09-2025;18:45:00;06-09-2025;19:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;
06-09-2025;19:00:00;06-09-2025;19:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;;kWh;Geen verbruik;
06-09-2025;19:00:00;06-09-2025;19:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;
06-09-2025;19:15:00;06-09-2025;19:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;;kWh;Geen verbruik;
06-09-2025;19:15:00;06-09-2025;19:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;
06-09-2025;19:30:00;06-09-2025;19:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;;kWh;Geen verbruik;
06-09-2025;19:30:00;06-09-2025;19:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;
06-09-2025;19:45:00;06-09-2025;20:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;;kWh;Geen verbruik;
06-09-2025;19:45:00;06-09-2025;20:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;
06-09-2025;20:00:00;06-09-2025;20:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;;kWh;Geen verbruik;
06-09-2025;20:00:00;06-09-2025;20:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;
06-09-2025;20:15:00;06-09-2025;20:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;;kWh;Geen verbruik;
06-09-2025;20:15:00;06-09-2025;20:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;
06-09-2025;20:30:00;06-09-2025;20:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;;kWh;Geen verbruik;
06-09-2025;20:30:00;06-09-2025;20:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;
06-09-2025;20:45:00;06-09-2025;21:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;;kWh;Geen verbruik;
06-09-2025;20:45:00;06-09-2025;21:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;
06-09-2025;21:00:00;06-09-2025;21:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;;kWh;Geen verbruik;
06-09-2025;21:00:00;06-09-2025;21:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;
06-09-2025;21:15:00;06-09-2025;21:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;;kWh;Geen verbruik;
06-09-2025;21:15:00;06-09-2025;21:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;
06-09-2025;21:30:00;06-09-2025;21:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;;kWh;Geen verbruik;
06-09-2025;21:30:00;06-09-2025;21:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;
06-09-2025;21:45:00;06-09-2025;22:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;;kWh;Geen verbruik;
06-09-2025;21:45:00;06-09-2025;22:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;
06-09-2025;22:00:00;06-09-2025;22:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;;kWh;Geen verbruik;
06-09-2025;22:00:00;06-09-2025;22:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;
06-09-2025;22:15:00;06-09-2025;22:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;;kWh;Geen verbruik;
06-09-2025;22:15:00;06-09-2025;22:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;
06-09-2025;22:30:00;06-09-2025;22:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;;kWh;Geen verbruik;
06-09-2025;22:30:00;06-09-2025;22:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;
06-09-2025;22:45:00;06-09-2025;23:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;;kWh;Geen verbruik;
06-09-2025;22:45:00;06-09-2025;23:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;
06-09-2025;23:00:00;06-09-2025;23:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;;kWh;Geen verbruik;
06-09-2025;23:00:00;06-09-2025;23:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;
06-09-2025;23:15:00;06-09-2025;23:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;;kWh;Geen verbruik;
06-09-2025;23:15:00;06-09-2025;23:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;
06-09-2025;23:30:00;06-09-2025;23:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;;kWh;Geen verbruik;
06-09-2025;23:30:00;06-09-2025;23:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;
06-09-2025;23:45:00;07-09-2025;00:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;;kWh;Geen verbruik;
06-09-2025;23:45:00;07-09-2025;00:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;;kWh;Geen verbruik;
